0	basic	1	22/15	-22/15	0	0	484/225
0	derivative	1	44/15
0	derivative	2	88/15
0	derivative	3	44/5
0	derivative	5	44/3
0	derivative	64	2816/15
0	occupancy	137/225	176/225
0	power	2	1	1	0
0	power	3	1	1	0
0	power	8	1	1	0
0	power	64	1	1	0
0	power	65	1	1	0
1	basic	1	4/5	-4/5	0	0	16/25
1	derivative	1	8/5
1	derivative	2	16/5
1	derivative	3	24/5
1	derivative	5	8
1	derivative	64	512/5
1	occupancy	13/25	24/25
1	power	2	3274241/3276800	5360330337281/5368709120000	8378782719/2684354560000
1	power	3	3274241/3276800	8775517402587128321/8796093022208000000	20575619620871679/4398046511104000000
1	power	8	3274241/3276800	103200689185389950762770353303114352927891980267521/103845937170696552570609926584401920000000000000000	645247985306601807839573281287567072108019732479/51922968585348276285304963292200960000000000000000
1	power	64	3274241/3276800	100629650860298517850917288481800001108112835573671487759525417723107251304274476287057404151638422170787586365675672454014331698773972221678545434844335607608983615452078196760147057807955104122408224150239338163048210114949887349929436175617170582611563761242061575141194596681002649671303502276283006334312207651379419029833851703437338265307394488761795943446562236414924681397823788559315599361/105658906227133049270467956983303321303769465207224304425592141805334780511344971894883451177531437578934878998651425735776469511900537107450107795692587915381677336799801016833746303535285288210604846581642237680829605658550312347767679379753407295297907716179547599667200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	5029255366834531419550668501503320195656629633552816666066724082227529207070495607826047025893015408147292632975753281762137813126564885771562360848252307772693721347722820073599245727330184088196622431402899517781395543600424997838243204136236712686343954937486024526005403318997350328696497723716993665687792348620580970166148296562661734692605511238204056553437763585075318602176211440684400639/52829453113566524635233978491651660651884732603612152212796070902667390255672485947441725588765718789467439499325712867888234755950268553725053897846293957690838668399900508416873151767642644105302423290821118840414802829275156173883839689876703647648953858089773799833600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1	power	65	3274241/3276800	164749299263479204476303951858316332212304582088402983705542363999025414932499929455435774440601999636665583245692032202076184373194590230311835855605781470924418222637178394867354501586996483008969860703352880423091568563089853797044887548724162427664216747676826980294321092629248055440954792467137069364927616076640160205182437804402638865258713507890585037923567815379226805742497464100659389374297601/173111551962534787924734700721444161624095891795516300370890165133860504389787601952577046409267507329326905751390495925496167648297839996846256612462736040561340148612793985980409943712211416204254980639362642216271225910968831750582565895787982512616092002188570787294740480000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	8362252699055583448430748863127829411791309707113316665347801134835089457287672497141271968665507692661322505698463723419983275103249766534420756856954569636921925975615591113055442125214933195285119936009761793179657347878977953537678347063820084951875254511743807000419387370751944559045207532862930635072383923359839794817562195597361134741286492109414962076432184620773194257502535899340610625702399/86555775981267393962367350360722080812047945897758150185445082566930252194893800976288523204633753664663452875695247962748083824148919998423128306231368020280670074306396992990204971856105708102127490319681321108135612955484415875291282947893991256308046001094285393647370240000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
2	basic	1/2	0	0	9/50	9/25	0
2	derivative	1	0
2	derivative	2	0
2	derivative	3	0
2	derivative	5	0
2	derivative	64	0
2	occupancy	1/2	0
2	power	2	26868735961/53687091200	720576574933566670321/1441151880758558720000	0
2	power	3	26868735961/53687091200	19342813129818718366743521015881/38685626227668133590597632000000	0
2	power	8	26868735961/53687091200	269599466671506397946670313004582186251015256102191045269174431794244085914485087681/539198933343012795893340301740392613472742888450811449622072204984320000000000000000	0
2	power	64	26868735961/53687091200	27909511162785237640782267391806507290588793534566025261598951948802966127860499478970110136787585952184952479338256805736914840583757729998472039897642979008798280527489343740678871610345486763998344840998274657830394848967615584109149454033132949819570521218531610884255030361812743998362224856377380129676992242129805798444408761726612553640153163240540412855234586724527134258208752294934063714443771447784201009744419026160638599696737401983900665786346029227436589563863042706170734436359943490432323896054219315150765135277288837011084321431263753683572913897322042658754444324165497140095635184109087382589414487299658569323110198069404618385192480365041200641/55819022325570475281564534783613014581177587069132050523197903897605932255720998957940220273575171904369904958676513611473829681167515459996944079795285958017596561054978687481357743220690973527041628831549982533731401217045232052361768296972540651554395942784772764007745927504197978996935354877072986935457989552468062631424705984484347747632478446751301533267959935051400507871323949416035357299346535970956637116646775646854074013190923044288638119089179749586024735790438575125834418487509638826918977374649955702565823883265587753779200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0
